"id","nombre","descripcion","precio_base","precio_oferta","descuento_porcentaje","oferta_activa","stock","estado","categoria_id","empresa_id","created_at","updated_at"
"50","BENYAR Relojes para Hombre Analógico","ELEGANTE DISEÑO: Este es un reloj de diseño elegante y clásico hombre. ¡45MM cara grande hermosa y exquisita con tres sub-esferas funcionales y visualización de la fecha, números taquimétricos en el bisel, con una correa de cuero de moda, movimiento analógico de cuarzo de calidad y batería de larga duración, proporcionar tiempo preciso y perfectamente coincidir con cualquiera de sus equipos, reloj Benyar encarna la búsqueda de la moda y la calidad que redefine el tiempo!","30.02",NULL,NULL,"0","90","activo","2","3","2025-05-15 21:46:50","2025-05-15 21:46:50"
"51","FOLOVEYA Bolso Mujer Bolso Bandolera","Elegante y Unico: Este bolso cruzado tiene un diseño simple con una elegante correa de hombro ajustable a rayas para facilitar su transporte. El colgante de mariposa añade un elemento elegante al bolso de mujer. Disponible en una amplia gama de colores, el bolso de mujer puede combinarse con su ropa de trabajo o en ocasiones importantes para mostrar su encanto único.","24.78",NULL,NULL,"0","50","activo","2","3","2025-05-15 21:47:59","2025-05-15 21:47:59"
"52","ROYALZ Cinturón trenzado unisex para hombres y mujeres","SU NUEVO ACCESORIO FAVORITO - el elegante cinturón de cuero trenzado para hombre / mujer puede combinarse con muchos conjuntos, clásicamente como cinturón de vaqueros o también como cinturón de cintura con un vestido.","24.77",NULL,NULL,"0","70","activo","2","3","2025-05-15 21:48:49","2025-05-15 21:48:49"
"53","Bufanda para hombre, 30% lana merino","Material de alta calidad: mezcla de 30% de lana merina, cálida y ligera.","17.18",NULL,NULL,"0","43","activo","2","3","2025-05-15 21:49:33","2025-05-15 21:49:33"
"54","Sombrero Fedora clásico de fieltro","Este sombrero Fedora Trilby está hecho de poliéster. Puedes llevar este sombrero de gángster en muchas ocasiones como en la iglesia, viajes y muchas actividades al aire libre, pesca, etc.","21.48",NULL,NULL,"0","44","activo","2","3","2025-05-15 21:51:00","2025-05-15 21:51:00"
"55","Pendiente de Acero Inoxidable para Mujer","** ALTA CALIDAD ** Hecho de acero inoxidable de alta calidad y CZ brillante AAA +, hipoalergénico, sin plomo y níquel, adecuado para todo tipo de pieles, incluso las pieles alérgicas; Alta resistencia a la oxidación, corrosión y deslustre, lo que requiere un mantenimiento mínimo.
** EXQUISITO MANEJO DE TRABAJO ** La apariencia incrusta muchas piezas de circón brillante, el diseño especial le brinda un efectodiferente.
** MÁS DETALLES DEL TAMAÑO ** Tamaño de Gague: 1 mm = 18G, diámetro exterior: 16 mm, tono plateado con circonita cúbica. Peso más ligero, cómodo de llevar, diseño de botón flexible, no se preocupe por caerse. Perfecto para hombres y mujeres.
** CUIDADOSAMENTE EMBALADO ** ¡Cada producto de LOLIAS está bien embalado! ¡Ven con una bolsa de terciopelo para proteger tus productos! Puede comprar nuestro producto para enviarlo a sus amigos, mostrar su elegancia y gusto, resaltar su encanto femenino.
** SERVICIO PERFECTO DE LOLIAS ** Garantía o cambio de devolución de dinero de 240 días. Nos unimos al servicio AMAZON PRIME para garantizar que los productos se entreguen más rápido y mejor. Si tiene alguna pregunta sobre nuestro producto o servicio, contáctenos por correo electrónico, resolveremos su problema dentro de las 24 horas.","9.91",NULL,NULL,"0","120","activo","2","3","2025-05-15 21:51:55","2025-05-15 21:51:55"
"56","Pulsera de Cuerda Trenzada","JENDEAR SHINE está compuesto por artesanos profesionales, y diseña productos tejidos multielemento según temporadas y festivales, incluyendo pulseras de cuerda, pulseras de tela, pulseras personalizadas y otros accesorios personalizados.","9.08",NULL,NULL,"0","199","activo","2","3","2025-05-15 21:54:19","2025-05-16 22:59:09"
"57","Anillos Mujer Plata de Ley 925","Diseño único de doble capa, con un lindo corazón en el medio como adorno, rodeado de circonitas cúbicas AAAAAA+, el anillo de plata 925 es brillante y elegante. El anillo de banda está hecho de plata esterlina 925 real, hipoalergénico y muy adecuado para pieles sensibles, brillante y cómodo de llevar.","13.21",NULL,NULL,"0","140","activo","2","3","2025-05-15 21:56:07","2025-05-15 21:56:07"
"58","Xiaomi Robot Vacuum E10 Robot Aspirador WiFi","Aspiradora inteligente con mapeo láser y múltiples modos de limpieza, ideal para mantener el hogar impecable sin esfuerzo.","101.40","98.35","3","1","80","activo","3","4","2025-05-15 21:59:38","2025-05-15 21:59:38"
"59","LEVOIT Humidificador para dormitorio","Humidificación rápida durante toda la noche: funciona hasta 25 horas en baja gracias a su gran capacidad de 2,5 litros. La humedad calmante ayuda a aliviar rápidamente la congestión y la garganta seca.","42.41",NULL,NULL,"0","70","activo","3","4","2025-05-15 22:00:27","2025-05-15 22:00:27"
"60","Lámpara de Pie Salon Regulable, 3000lm Super Luminosa Lampara de Pie LED Moderna con Mando y Control Táctil","La lampara de pie SIBRILLE proporciona una iluminación potente con 36W de salida y hasta 2500 lúmenes. Gracias a sus 4 temperaturas de color (2700K–6500K), puedes ajustar fácilmente desde blanco cálido hasta luz natural. Perfecta como lampara de pie salon para crear ambientes acogedores o productivos.","70.24",NULL,NULL,"0","100","activo","3","4","2025-05-15 22:01:21","2025-05-15 22:01:21"
"61","Joydeco Cortinas Opacas 2 Piezas, Cortinas Dormitorio con Ojales Anti Luz Cortina Termica Aislantes Frio y Calor para Salon Curtains Blackout (Gris Oscuro, 2x117x137cm)","Las cortinas Joydeco, fabricadas al 100% en poliéster, vienen con dos paneles con anillas para oscurecer la habitación y pueden lavarse en la lavadora. Por favor, lávalas por separado en una bolsa de lavado, no las blanquees, plánchalas a baja temperatura y sécalas en máquina.","18.17",NULL,NULL,"0","80","activo","3","4","2025-05-15 22:02:21","2025-05-15 22:02:21"
"63","Reloj De Pared De Diseño Moderno Y Vintage","Funcionamiento Sin Tic-Tac - Despídete de los molestos ruidos de ""tic-tac"" con nuestro reloj silencioso sin tic-tac. Fabricado con un movimiento de cuarzo de alta calidad, garantiza un funcionamiento suave y eficiente en el consumo de energía, mejorando la tranquilidad de cualquier espacio.","30.57",NULL,NULL,"0","120","activo","3","4","2025-05-15 22:05:16","2025-05-15 22:05:16"
"66","Batería de Cocina de Aluminio con Antiadherente | 8 Piezas Onix + 5 Cuchillos Inoxidables con Pelador de Verduras","Todas las piezas presentan alta resistencia y evitan la adhesión de grasa. La batería, que es de aluminio, incluye 2 sartenes de Ø 20 cm (altura 4,3 cm; volumen 1 litro) y Ø 24 cm (altura 4,8 cm; volumen 1,7 litros), 3 ollas de Ø 16 cm (altura 7,5 cm; volumen 1,2 litros), Ø 20 cm (altura 9 cm; volumen 2,4 litros) y Ø 24 cm (altura 10,5 cm; volumen 4,1 litros) con 3 tapas de vidrio. A su vez, el juego de 5 cuchillos más pelador de verduras es inoxidable.","63.55",NULL,NULL,"0","40","activo","3","4","2025-05-15 22:11:03","2025-05-15 22:11:03"
"67","Moulinex Easy Fry Max 5L – Freidora aire para cocinar en poco tiempo","[MENOS TIEMPO DE COCINADO] Freidora de aire de 1500 W de potencia con tecnología avanzada que ahorra tiempo en la cocina, cocinando con aire caliente comidas sanas en nada de tiempo, con poco o ningún aceite añadido.","49.58",NULL,NULL,"0","120","activo","3","4","2025-05-15 22:11:55","2025-05-15 22:11:55"
"68","Cecotec Batidora de mano Power TitanBlack 1200 XL. 1200 W","Batidora de mano con 1200 W de potencia máxima, perfecta para conseguir mezclas finas y homogéneas de forma rápida y sin esfuerzos. Tecnología CrossBlades: cuchilla de 4 hojas con recubrimiento de titanio negro, que aumenta la dureza y el afilado para triturar hasta los alimentos más duros, logrando texturas suaves y uniformes","21.40",NULL,NULL,"0","150","activo","3","4","2025-05-15 22:12:50","2025-05-15 22:12:50"
"69","Bialetti - Moka Express: Icónica Cafetera Italiana para Espresso","Moka Express Bialetti es la cafetera original, símbolo del Made in Italy, que ofrece la experiencia del auténtico ritual italiano de preparar un buen café. Su forma única se remonta a 1933, cuando Alfonso Bialetti la inventó. Lo que lo hace aún más único es el icónico hombrecito con bigote.","32.11",NULL,NULL,"0","250","activo","3","4","2025-05-15 22:14:27","2025-05-15 22:14:27"
"70","SANHUI Juego de 6 cuchillos con 5 cuchillos de cocina de acero inoxidable y 1 soporte magnético para cuchillos de madera de acacia","Cuchilla ultra afilada: este juego de cuchillos de cocina está diseñado con afilado profesional para garantizar un corte preciso. Corta sin esfuerzo y fácilmente con este juego de cuchillos ligero y fácil de usar. Altamente resistente a las manchas y al óxido. La tecnología líder en la industria para afilar la hoja garantiza una nitidez óptima para un corte preciso y un reafilado fácil.","66.11",NULL,NULL,"0","150","activo","3","4","2025-05-15 22:15:20","2025-05-15 22:15:20"
"71","3x Tarros de especias - Tarro de almacenamiento con tapa de madera y anillo de sellado","USOS: ¡Los frascos se pueden usar como frascos de especias, frascos de aceite, almacenamiento de hierbas, frascos de vidrio para mini dulces, artesanías, muestras de sabores y semillas de flores!","8.26","6.60","20","1","300","activo","3","4","2025-05-15 22:16:28","2025-05-15 22:16:28"
"72","TIENDA EURASIA - Tabla Cortar Cocina","Exprime tu creatividad culinaria con la tabla de cortar de TIENDA EURASIA. Su diseño moderno y natural es perfecto para preparar, cortar y trocear tus ingredientes favoritos. Transforma tus utensilios de cocina con un toque de elegancia.","12.36",NULL,NULL,"0","80","activo","3","4","2025-05-16 22:02:33","2025-05-16 22:02:33"
"73","Rallador eléctrico de cocina | 200 W | 4 cabezales","El rallador de verduras con tambor rallador de acero inoxidable es un potente aparato de cocina perfecto para rallar verduras, frutas, queso y otros alimentos de forma rápida y fácil. Con sus 4 diferentes accesorios de diferentes colores para una fácil separación, puedes rallar tus alimentos en trozos finos o gruesos según tus necesidades.","35.45",NULL,NULL,"0","100","activo","3","4","2025-05-16 22:04:13","2025-05-16 22:04:13"
"74","Sistema de separación de residuos de 3 compartimentos","Tamaño grande: con las dimensiones 30 x 30 x 59,3 cm, el sistema de separación de basura se puede colocar en 3 lugares y guardar de forma compacta cuando no está en uso. El cubo de basura apilable es ideal como colector de papel usado para su hogar u oficina y se puede adaptar fácilmente a sus necesidades","14.04",NULL,NULL,"0","70","activo","3","4","2025-05-16 22:05:06","2025-05-16 22:05:06"
"75","Moulinex Morning Plus – Tostador de 2 ranuras","Tostado moderno y suave de 850 W de potencia para darle un toque de estilo a la encimera de tu cocina y a tu rutina matutina; Recalienta croissants, panecillos y baguettes de forma fácil gracias al accesorio calentador de panecillos incluido","18.18",NULL,NULL,"0","130","activo","3","4","2025-05-16 22:06:02","2025-05-16 22:06:02"
"76","Juego de 6 Manteles Individuales y 6 Posavasos de Cuero","[Tabla de cuerda de doble parte de la tabla] Nuestros manteles individuales están hechos de piel sintética de alta calidad, respetuosa con el medio ambiente, con un aspecto de cuero noble. Son lavables, resistentes al calor y al desgaste. El diseño de doble cara ofrece dos colores elegantes: Gris Plateado + Gris Claro. Perfectos para el uso diario en la cocina, comedor o restaurante.","14.04",NULL,NULL,"0","80","activo","3","4","2025-05-16 22:07:00","2025-05-16 22:07:00"
"77","VOYOR 5 En 1 Recargable Cepillo Limpiador Facial Electrico","Tecnología de purificación profunda - con un giro rápido y potente de 360° y cerdas suaves, el cepillo de limpieza facial VOYOR le ofrece una completa y profunda limpieza, que puede eliminar eficazmente la grasa, la suciedad y los restos de maquillaje.","24.54",NULL,NULL,"0","100","activo","4","5","2025-05-16 22:08:33","2025-05-16 22:08:33"
"78","Remington Secador de Pelo PROluxe, Tecnología OPTIHeat","Potente Secador con Motor AC - Motor de corriente alterna (AC) de larga duración y calidad profesional, gran potencia de 2400 W para crear peinados duraderos.","31.40",NULL,NULL,"0","80","activo","4","5","2025-05-16 22:09:29","2025-05-16 22:09:29"
"79","Set de brochas de maquillaje profesional BESTOPE 16 piezas","Cepillo Conjunto para perfecto facial: bestope más reciente de juego se compone de 5pcs de maquillaje KABUKI grandes brochas de maquillaje esenciales y 11pcs precisión pinceles de maquillaje. hacen que la gente quiere más a maquillarse. como sombra de ojos, cejas, labios.","7.43",NULL,NULL,"0","140","activo","4","5","2025-05-16 22:10:23","2025-05-16 22:10:23"
"80","Balanza Peso Corporal para IOS y Android","Análisis corporal completo: Esta bascula de baño proporciona 12 tipos de datos de composición corporal, incluidos el peso, el IMC, el porcentaje de grasa corporal, etc. Puede establecer objetivos en la aplicación y realizar un seguimiento de la tendencia cambiante de los resultados de las mediciones semanales y mensuales. Satisface plenamente tus necesidades diarias y te motiva a alcanzar tus objetivos","13.21",NULL,NULL,"0","150","activo","4","5","2025-05-16 22:11:18","2025-05-16 22:11:18"
"81","Esmalte de Uñas Jelly Lechoso con Purpurina","Estilo personal: Vishine 1 unidad de 8 ml esmalte de gel rosa lechoso crea un estilo de gelatina neutral de alta calidad para ti. Se puede utilizar para la vida diaria, el trabajo y las citas. También puedes usarlo como una capa base para crear tu propia manicura francesa.","4.12",NULL,NULL,"0","200","activo","4","5","2025-05-16 22:12:17","2025-05-16 22:12:17"
"82","BAIMEI Gua Sha & Jade roller,cuarzo rosa GuaSha","Materiales naturales: Nuestros rodillos de jade y Gua Sha están hechos de auténtico cuarzo rosa, conocido por sus propiedades curativas y rejuvenecedoras. El color puede variar por su origen natural.","9.90",NULL,NULL,"0","180","activo","4","5","2025-05-16 22:13:10","2025-05-16 22:13:10"
"83","Maquina de Cortar Pelo Hombre","NUEVO BARBUDO PARA HOMBRES: Maquina de cortar pelo hombre fabricado en acero inoxidable de alto carbono de alta calidad, duradero y de precisión autoafilable, el cortabarbas para hombres viene con 3 peines delimitadores y 1 funda protectora de plástico ABS para garantizar un recorte uniforme, rápido y preciso de todo tipo de vello. Este cortapelos facilita la creación de su corte de pelo ideal.","29.74","19.83","33","1","240","activo","4","5","2025-05-16 22:14:14","2025-05-16 22:14:14"
"84","Polvo de colágeno marino puro 100% noruego","COLÁGENO NORUEGO CALIDAD PREMIUM: Péptidos de colágeno bebibles PUROS de tipos I y III, procedentes de la piel de bacalao pescado en estado salvaje, con métodos sostenibles, en las cristalinas aguas del Atlántico Norte (Mar de Noruega y Barents). ORGULLOSAMENTE FABRICADO EN NORUEGA.","32.15",NULL,NULL,"0","99","activo","4","5","2025-05-16 22:15:05","2025-05-16 22:15:05"
"85","Esterilla de Yoga, Pilates y Fitness","🤸‍♀️ {Diseño antideslizante} Ambos lados de la colchoneta de ejercicios están hechos de Eco-TPE antideslizante, ideal para mejorar la estabilidad y el equilibrio.","11.32",NULL,NULL,"0","200","activo","5","6","2025-05-16 22:16:49","2025-05-16 22:16:49"
"86","Kit de Bandas Elásticas de Resistencia (5 Niveles) + 2 Deslizadores - Bandas de Ejercicio para Entrenamiento en Casa, Yoga, Pilates, Fitness - Molyn Fitness","Versatilidad en el entrenamiento: 5 bandas elásticas perfectas para ejercicios de cuerpo completo con niveles de resistencia variados: 5 lb ≈ 2.27 kg (600mm x 50mm x 0.35mm), 15 lb ≈ 6.80 kg (600mm x 50mm x 0.6mm), 20 lb ≈ 9.07 kg (600mm x 50mm x 0.8mm), 30 lb ≈ 13.61 kg (600mm x 50mm x 1.1mm) y 40 lb ≈ 18.14 kg (600mm x 50mm x 1.5mm).","16.52",NULL,NULL,"0","150","activo","5","6","2025-05-16 22:17:51","2025-05-16 22:17:51"
"87","Yaheetech Mancuerna Ajustable 12 en 1/11 en 1 Pesas y Mancuernas","【12 niveles de peso】La mancuerna ofrece 12 opciones de peso que van de 1,5 kg a 18 kg. Los incrementos son pequeños y variados, le permiten aumentar el peso gradualmente, es una opción buena tanto para principiantes como para entrenadores experimentados.","190.07","173.55","9","1","300","activo","5","6","2025-05-16 22:19:23","2025-05-16 22:19:23"
"88","Reloj Inteligente Hombre Mujer, 1.85'' Smartwatch Hombre con Llamadas Bluetooth, 110+ Modos Deportivos Pulsera Actividad con Pulsómetro, Sueño, Impermeable IP68 Smart Watch Para iOS Android, Negro","Llamadas Bluetooth y Notificación: Smartwatch de nuevo diseño puede conectarse a tu teléfono móvil mediante Bluetooth. Puedes ver el registro de llamadas, utilizar el teclado para marcar y responder o finalizar llamadas en cualquier momento y lugar. Gracias a la conexión Bluetooth de alta calidad, disfrutarás de una calidad de llamada nítida. También puedes recibir otras notificaciones, como de WhatsApp, Twitter, Facebook, Instagram, etc. No te perderás ningún mensaje importante.","8.26",NULL,NULL,"0","170","activo","5","6","2025-05-16 22:20:28","2025-05-16 22:20:28"
"89","PROIRON 6” Cinturón de levantamiento de pesas de cuero resistente para gimnasio","CINTURÓN LUMBAR DE CUERO HECHO A MANO: El cinturón de levantamiento de pesas PROIORN para gimnasio de 15 cm de ancho está bellamente elaborado con un diseño contorneado para brindar un soporte óptimo y comodidad durante el levantamiento de pesas. El cinturón de gimnasio está diseñado para brindar durabilidad, resistencia y un mejor soporte lumbar durante los entrenamientos de peso muerto, sentadillas, levantamiento olímpico y crossfit, entre otras rutinas de ejercicio.","19.00",NULL,NULL,"0","120","activo","5","6","2025-05-16 22:21:30","2025-05-16 22:21:30"
"90","Fjbottle Botella Agua Acero Inoxidable con Tapa Magnética 1L, 800ml, 600ml, 400ml sin BPA Botella Termica para Niños, 1500ML Deportiva Termo","Diseño único: Esta botella de agua deportiva tiene una tapa magnética que no toca la nariz al beber. Y con el tapón de rosca integrado en la tapa, el diseño es aún más ecológico y práctico.","19.00","18.05","5","1","200","activo","5","6","2025-05-16 22:22:24","2025-05-16 22:23:05"
"91","THORXCORE Comba CrossFit Ajustable de Alta Velocidad | Cuerda de Saltar Profesional con Cable de Acero","ESTA COMBA NO HARÁ LOS SALTOS DOBLES POR TI. Pero será tu mejor aliada para conseguirlo. Gracias a su cuerda de alta velocidad de 2 mm y rodamientos avanzados 360. Sus mangos de aluminio ergonómicos y antideslizantes, ofrecen durabilidad y comodidad para entrenamientos de alto impacto. Con nuestra comba volarás por encima del box","11.12",NULL,NULL,"0","140","activo","5","6","2025-05-16 22:24:02","2025-05-16 22:24:02"
"92","Rodillo Masaje Muscular, Qveetry 6en1 Rodillos de Espuma con Palos de Masaje","Kit de masaje 6 en 1：El juego de rodillos musculares incluye 1 * rodillo de espuma de yoga, 1 * rodillo de masaje, 1 * bola de masaje, 1 * banda de resistencia, 1 * banda de ejercicio en forma de 8 ,1 * manual del producto y 1 bolsa de almacenamiento. Te darás un masaje de cuerpo completo, desde el cuello hasta los pies. 12 meses de garantía, así que no dude en contactarnos si tiene alguna pregunta, haremos todo lo posible para satisfacer a nuestros clientes.","22.31",NULL,NULL,"0","280","activo","5","6","2025-05-16 22:24:55","2025-05-16 22:24:55"
"93","Chaleco de entrenamiento con peso ProsourceFit Exercise","AJUSTE AJUSTABLE: diseñado para que hombres y mujeres tengan la mejor experiencia, las hebillas superiores e inferiores son ajustables para adaptarse cómodamente a la mayoría de las alturas y tipos de cuerpo.","21.79",NULL,NULL,"0","80","activo","5","6","2025-05-16 22:26:21","2025-05-16 22:26:21"
"94","GLEEMEN Guantes de fitness, guantes de entrenamiento transpirables, guantes antideslizantes para levantamiento de pesas, guantes deportivos para mujer y hombre, crossfit, culturismo, ciclismo","Protección de la palma: nuestros guantes de levantamiento de pesas premium cubren toda la palma y cuentan con puntos antideslizantes de silicona para un mejor agarre. Los guantes de fitness pueden proporcionar una mejor resistencia al uso y amortiguación al mismo tiempo que mantienen una sensación suave y cómoda durante el ejercicio.","7.43",NULL,NULL,"0","200","activo","5","6","2025-05-16 22:27:16","2025-05-16 22:27:16"
"95","Correas Tobillo Gimnasio para Patadas Gluteos, Fitness - Accesorios de Ejercicio","TRANSICIONES SIN ESFUERZO PARA EL ENTRENAMIENTO DE PIERNAS - Nuestras correas para tobillo V3 vienen en un par armonioso, agilizando tu entrenamiento de piernas. Cambia sin esfuerzo de una pierna a otra durante tu sesión, mejorando la eficiencia de tu entrenamiento. Ideal para sesiones dinámicas en la torre de poleas.","9.88","8.26","16","1","150","activo","5","6","2025-05-16 22:28:34","2025-05-16 22:28:34"
"96","Grandes Bloques de Construcción, Bloques Construcción Niños con Caja de Almacenamiento","【Bloques de construcción de colores】: Este bloques de construcción incluye 144 bloques de construcción que pueden formar 4 coches pequeños. Estos bloques tienen 5 colores clásicos y 6 formas únicas que permiten a los niños construir diferentes estructuras con colores vívidos y precisos.","14.04","13.21","6","1","200","activo","6","7","2025-05-16 22:30:38","2025-05-16 22:30:38"
"97","COLEPROFE Maletín Pizarra Mágica 2 en 1 con Accesorios","Educativa y sin pantallas. Ideal para niños pequeños.","23.08",NULL,NULL,"0","200","activo","6","7","2025-05-16 22:31:30","2025-05-16 22:31:30"
"98","SUPER CUTE LITTLE BABIES - Muñecas Glitzy Cool Sofi","Las Super Cute Little Babies son adorables muñecas bebés que se transforman en poderosas Superheroínas para proteger el planeta, ¡colecciónalas!","24.75","18.97","23","1","140","activo","6","7","2025-05-16 22:32:35","2025-05-16 22:32:35"
"99","Buoeuik Coche Teledirigido Monster Truck RC 2.4GHz Alta Velocidad Drift con Luces LED","Coche Teledirigido de Alta Velocidad: Equipados con potentes motores, amortiguadores de resorte independientes y neumáticos de goma antideslizantes, nuestros coches RC pueden alcanzar una velocidad máxima de hasta 15 km/h, lo que le proporciona una experiencia de conducción emocionante.","21.45",NULL,NULL,"0","120","activo","6","7","2025-05-16 22:33:26","2025-05-16 22:33:26"
"100","Mattel Games - UNO Original - Juego de Cartas Familiar","El clásico juego de cartas de emparejar colores y números.","9.91","8.24","17","1","80","activo","6","7","2025-05-16 22:34:24","2025-05-16 22:34:24"
"101","UNGLINGA Kit Científico con 50+ Experimentos para Niños","Diversión sin fin 50+ EXPERIMENTOS CIENTÍFICOS - Este kit contiene nuestros experimentos más populares de ciencias de la tierra, química y ciencia mágica. experimentos utilizando artículos comunes del hogar. Los niños también pueden crear sus propios experimentos científicos utilizando líquidos de la casa.","24.79","18.01","27","1","150","activo","6","7","2025-05-16 22:35:24","2025-05-16 22:35:24"
"102","Peluche que Respira Elefantes Dormir Peluche Bebés Musical","[Elefante Dormilón] El suave vientre se mueve arriba y abajo con un ritmo que imita la respiración, y este diseño único puede calmar al bebé de forma natural. Como si mamá estuviera cerca, el bebé puede sentir el movimiento regular, lo que le brinda confort psicológico. Especialmente adecuado para bebés pequeños, les ayuda a dormirse o relajarse mejor.","15.69",NULL,NULL,"0","150","activo","6","7","2025-05-16 22:36:14","2025-05-16 22:36:14"
"103","Ravensburger - Puzzle 3D Adultos Torre Eiffel Luz Nocturna | Puzzles 3D para Adultos Y Niños De 10 Años O Más | Maquetas para Montar De 226 Piezas","PUZZLE 3D: Un divertido juego que se convierte en un objeto decorativo y funcional, la maqueta es uno de los regalos niños 10 años o más perfecto.","33.02","24.79","25","1","57","activo","6","7","2025-05-16 22:37:15","2025-05-16 22:37:15"
"104","Mini Consola portátil Retro de Videojuegos con 500 Juegos de 8 bits Pantalla LCD a Color de 3,0 Pulgadas. (Rosa)","Diseño clásico y portátil: Diseño de cuerpo de estilo pequeño y ligero, tamaño ultra compacto, equipado con un sistema optimizado con mayor estabilidad, puede proporcionar una excelente experiencia de juego. Con pantalla de 3 pulgadas, puedes ver más detalles y hermosas escenas en el juego. Es muy conveniente si lo llevas contigo durante viajes de negocios, viajes o camping.","18.17",NULL,NULL,"0","50","activo","6","7","2025-05-16 22:38:23","2025-05-16 22:38:23"
"105","Floving Plegable para niños, Carpa de Juegos para niños, Tienda de bebé para Interior y Exterior, casa de Juegos de yurtas para Guardar Juguetes, con Bolsa de Transporte (Estrella Azul)","Perfecto lugar de ocio y entretenimiento: puedes crear un juego para niños desde cualquier rincón de la casa. No te preocupes, no hay lugar privado donde los niños puedan divertirse, ni dentro ni fuera. Este candado está diseñado para resolver tu problema y es el mejor regalo para el cumpleaños o el día especial de tu hijo.","24.79",NULL,NULL,"0","120","activo","6","7","2025-05-16 22:39:34","2025-05-16 22:39:34"
"106","VTech Marble Rush Adventure Set S100, Circuito de canicas Interactivo para niños +4 años, versión ESP","CONTENIDO: 61 piezas y 5 canicas Marble incluidas para crear una superpista.","26.00",NULL,NULL,"0","40","activo","6","7","2025-05-16 22:40:35","2025-05-16 22:40:35"
